iter	Passed	Remaining
1587	60593	15720
1588	60647	15686
1589	60692	15650
1590	60728	15611
1591	60762	15572
1592	60795	15532
1593	60833	15494
1594	60869	15455
1595	60906	15417
1596	60947	15379
1597	60985	15341
1598	61022	15303
1599	61057	15264
1600	61094	15225
1601	61128	15186
1602	61168	15149
1603	61204	15110
1604	61237	15071
1605	61272	15032
1606	61308	14993
1607	61343	14954
1608	61381	14916
1609	61421	14878
1610	61459	14840
1611	61501	14803
1612	61549	14767
1613	61597	14731
1614	61646	14695
1615	61691	14659
1616	61737	14623
1617	61791	14588
1618	61837	14552
1619	61881	14515
1620	61930	14479
1621	61980	14444
1622	62028	14408
1623	62083	14374
1624	62134	14338
1625	62190	14304
1626	62246	14270
1627	62292	14233
1628	62335	14196
1629	62382	14160
1630	62440	14126
1631	62490	14090
1632	62538	14054
1633	62578	14016
1634	62615	13978
1635	62652	13939
1636	62692	13901
1637	62739	13865
1638	62788	13829
1639	62823	13790
1640	62857	13751
1641	62894	13712
1642	62928	13673
1643	62967	13635
1644	63003	13596
1645	63043	13558
1646	63080	13520
1647	63119	13481
1648	63154	13442
1649	63191	13404
1650	63228	13365
1651	63263	13326
1652	63301	13288
1653	63353	13252
1654	63392	13214
1655	63429	13176
1656	63466	13137
1657	63500	13098
1658	63536	13059
1659	63570	13020
1660	63605	12981
1661	63644	12943
1662	63680	12904
