iter	Passed	Remaining
1357	58640	27722
1358	58682	27678
1359	58721	27633
1360	58763	27589
1361	58803	27545
1362	58849	27503
1363	58890	27459
1364	58935	27416
1365	58995	27381
1366	59041	27339
1367	59083	27295
1368	59123	27251
1369	59161	27205
1370	59203	27162
1371	59244	27117
1372	59282	27072
1373	59322	27027
1374	59360	26982
1375	59403	26938
1376	59441	26893
1377	59485	26850
1378	59525	26805
1379	59565	26761
1380	59606	26717
1381	59646	26672
1382	59690	26629
1383	59729	26584
1384	59769	26540
1385	59813	26497
1386	59854	26453
1387	59894	26408
1388	59935	26364
1389	59975	26320
1390	60016	26275
1391	60057	26231
1392	60099	26188
1393	60140	26144
1394	60187	26103
1395	60229	26059
1396	60267	26013
1397	60309	25970
1398	60349	25925
1399	60394	25883
1400	60439	25841
1401	60481	25797
1402	60522	25753
1403	60561	25708
1404	60598	25662
1405	60639	25618
1406	60679	25574
1407	60725	25532
1408	60767	25488
1409	60811	25446
1410	60859	25404
1411	60899	25360
1412	60942	25317
1413	60998	25279
1414	61057	25242
1415	61103	25200
1416	61144	25157
1417	61187	25113
1418	61226	25068
1419	61266	25024
1420	61307	24980
1421	61358	24940
1422	61403	24897
1423	61442	24853
1424	61484	24809
1425	61523	24764
1426	61564	24720
1427	61602	24675
1428	61641	24630
1429	61685	24587
1430	61723	24542
1431	61763	24498
1432	61810	24456
1433	61854	24413
1434	61899	24371
1435	61944	24329
1436	61989	24286
1437	62044	24248
1438	62094	24207
1439	62133	24163
1440	62175	24119
1441	62213	24074
1442	62252	24029
1443	62293	23985
1444	62331	23940
1445	62370	23895
1446	62411	23851
1447	62453	23808
1448	62494	23764
1449	62537	23721
1450	62576	23676
1451	62619	23633
1452	62659	23589
1453	62700	23545
1454	62741	23500
1455	62780	23456
1456	62820	23412
1457	62859	23367
1458	62903	23324
1459	62942	23279
1460	62982	23235
1461	63042	23198
1462	63081	23154
1463	63122	23110
1464	63160	23065
1465	63203	23022
1466	63243	22978
1467	63283	22933
1468	63322	22889
1469	63361	22844
1470	63403	22801
1471	63446	22757
1472	63494	22716
1473	63545	22676
1474	63588	22633
1475	63627	22588
1476	63666	22543
1477	63707	22500
1478	63751	22457
1479	63790	22412
1480	63834	22370
1481	63874	22325
1482	63916	22282
1483	63955	22237
1484	63994	22193
1485	64037	22150
1486	64077	22106
1487	64117	22061
1488	64162	22019
1489	64199	21974
1490	64242	21931
1491	64282	21887
1492	64322	21843
1493	64364	21799
1494	64403	21755
1495	64444	21711
1496	64488	21668
1497	64529	21624
1498	64572	21581
1499	64615	21538
1500	64658	21495
1501	64697	21451
1502	64736	21406
1503	64780	21363
1504	64825	21321
1505	64867	21277
1506	64904	21232
1507	64950	21190
1508	64992	21147
1509	65036	21104
1510	65098	21067
1511	65141	21024
1512	65179	20979
1513	65220	20935
1514	65272	20895
1515	65318	20853
1516	65363	20811
1517	65404	20767
1518	65444	20723
1519	65486	20679
1520	65528	20636
1521	65568	20592
1522	65608	20548
1523	65649	20504
1524	65690	20461
1525	65740	20420
1526	65781	20376
1527	65822	20332
1528	65867	20290
1529	65909	20246
1530	65949	20202
1531	65988	20158
1532	66027	20114
1533	66066	20069
1534	66110	20026
1535	66150	19982
1536	66203	19942
1537	66246	19899
1538	66286	19855
1539	66327	19812
1540	66367	19767
1541	66407	19724
1542	66447	19680
1543	66494	19638
1544	66539	19595
1545	66579	19551
1546	66621	19508
1547	66661	19464
1548	66700	19420
1549	66741	19376
1550	66781	19332
1551	66825	19289
1552	66864	19245
1553	66905	19202
1554	66947	19158
1555	66988	19114
1556	67027	19070
1557	67067	19026
1558	67119	18986
1559	67179	18948
1560	67227	18906
1561	67265	18862
1562	67311	18819
1563	67354	18776
1564	67397	18733
1565	67438	18689
1566	67485	18647
1567	67524	18603
1568	67565	18559
1569	67603	18515
1570	67646	18472
1571	67701	18432
1572	67748	18390
1573	67788	18346
1574	67837	18305
1575	67881	18262
1576	67922	18218
1577	67965	18175
1578	68005	18131
1579	68045	18087
1580	68084	18043
1581	68124	17999
1582	68164	17956
1583	68207	17913
1584	68251	17870
1585	68293	17826
1586	68332	17782
1587	68372	17739
1588	68413	17695
1589	68453	17651
1590	68492	17607
1591	68532	17563
1592	68572	17519
1593	68611	17475
1594	68652	17432
1595	68692	17388
1596	68733	17344
1597	68774	17301
1598	68815	17257
1599	68857	17214
1600	68896	17170
1601	68938	17127
1602	68982	17084
1603	69024	17041
1604	69066	16997
1605	69106	16953
1606	69152	16911
1607	69200	16869
1608	69239	16825
1609	69278	16781
1610	69320	16738
1611	69361	16694
1612	69403	16651
1613	69444	16608
1614	69483	16564
1615	69539	16524
1616	69584	16481
1617	69624	16437
1618	69664	16394
1619	69709	16351
1620	69756	16309
1621	69799	16266
1622	69839	16222
1623	69878	16178
1624	69921	16135
1625	69962	16092
1626	70001	16048
1627	70047	16005
1628	70091	15963
1629	70145	15922
1630	70200	15882
1631	70253	15841
1632	70314	15802
1633	70363	15760
1634	70411	15718
1635	70452	15675
1636	70493	15631
1637	70534	15588
1638	70573	15544
1639	70616	15501
1640	70655	15457
1641	70695	15413
1642	70733	15369
1643	70776	15326
1644	70815	15282
1645	70854	15238
1646	70898	15195
1647	70945	15153
1648	70989	15110
1649	71030	15067
1650	71074	15024
1651	71117	14981
1652	71158	14937
1653	71216	14897
1654	71264	14855
1655	71305	14812
1656	71344	14768
1657	71391	14726
1658	71444	14685
1659	71492	14642
1660	71545	14602
1661	71593	14559
